SpeSpecimenNo,SpeSpecimenNoText,RLBCataloguedByRef.NamFirst,RLBCataloguedByRef.NamLast,RLBDateCatalogued,Column,Column2,IdeTaxonRef_tab(1).ClaGenus,IdeTaxonRef_tab(1).ClaSpecies,Column3,Column4,SitSiteRef_tab(1).RLBDepositNo,RLBRemarks,SitSiteRef_tab(1).RLBCoordinates_tab(1),RLBGHancockCollGrid2,SitSiteRef_tab(1).RLBDepth1,RLBGHancockCollDepth2,RLBRemarks2,RLBGCollectedByInitials,RLBGCollectedByName,IdeIdentifiedByParty_tab(1),IdeDateIdentified0,RLBGroup,RLBElementPart,SpeSide,RLBElementNo,RLBElement,RLBSubElement,RLBEleRemarks,RLBOntogeneticAge,SpePublicationRemarks,RLBDateCollected,Column5,IdeTaxonRef_tab(1).SecDepartment_tab(1),IdeFiledAs_tab(1),SitSiteRef_tab(1).RLBCollection,ColDivision,ColDepartment
Project Acronym,Catalog number,Cataloger First Name,Cataloger Last Name,Date cataloged,higher taxonomic designation,IRN taxonmy,Scientific Name Genus,Scientific Name Species,taxonomy questions,Sites IRN,Pit No.,General locality,Grid No. (1),Grid No. (2),Depth 1,Depth 2,Locality Remarks,Collector initials,Collector name,Identified by,Identified date,Element Group,Element part,Element side,Element No.,Element,Sub-Element,Element remarks,Ontogenetic age,"General publication remarks; author, date, journal title, volume",Date collected (true value),Additional notes that do not fit in other fields,Department (always Rancho La Brea),Filed as (always yes),Collection,Division,Department
HC,12139.0,Mary ,Romig,1984-05-30T00:00:00Z,,4101.0,Canis,dirus,,5049.0,67.0,,E-11,,12.5,14.5,,MFP,Museum Field Party,,,hindlimb,,lt,,ilium,,frag;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15894.0,Mary ,Romig,1984-10-31T00:00:00Z,,4101.0,Canis,dirus,,5049.0,67.0,,E-11,,12.5,14.5,,MFP,Museum Field Party,,,appendicular,,,1st,phalanx,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,17972.0,Mary ,Romig,1985-01-02T00:00:00Z,,4101.0,Canis,dirus,,5049.0,67.0,,E-11,,12.5,14.5,,MFP,Museum Field Party,,,appendicular,dist epiph of,,,metapodial,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,15191.0,Mary ,Romig,1984-10-18T00:00:00Z,,4182.0,Panthera,atrox,,5049.0,67.0,,E-11,,12.5,14.0,,MFP,Museum Field Party,,,appendicular,,,,sesamoid,,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16386.0,Mary ,Romig,1984-11-09T00:00:00Z,,4182.0,Panthera,atrox,,5049.0,67.0,,E-11,,12.5,14.0,,MFP,Museum Field Party,,,hindlimb,,lt,1st,tarsal phalanx,digit III,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,16616.0,Mary ,Romig,1984-11-15T00:00:00Z,,4182.0,Panthera,atrox,,5049.0,67.0,,E-11,,12.5,14.5,,MFP,Museum Field Party,,,hindlimb,,lt,2nd,tarsal phalanx,digit III,,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14384.0,Mary ,Romig,1984-09-18T00:00:00Z,,4119.0,Mammalia,,questionable taxon,5049.0,67.0,,E-11,,12.5,14.0,,MFP,Museum Field Party,,,axial,,lt,,rib,,path; frag;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,14465.0,Mary ,Romig,1984-10-08T00:00:00Z,,4119.0,Mammalia,,questionable taxon,5049.0,67.0,,E-11,,12.5,14.5,,MFP,Museum Field Party,,,axial,,rt,,rib,,frag; path;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,12071.0,Mary ,Romig,1984-05-18T00:00:00Z,,4109.0,Paramylodon,harlani,,5049.0,67.0,,E-11,,12.5,14.5,,MFP,Museum Field Party,,,hindlimb,lat prox,rt,,tibia,,frag;,,,,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
HC,17710.0,Mary ,Romig,1984-12-20T00:00:00Z,,4109.0,Paramylodon,harlani,,5049.0,67.0,,E-11,,12.5,14.5,,MFP,Museum Field Party,,,,,,,hemopohysis,,,,"Fig. spec. Stock,C. 1925 Carn. Inst. Wash, Pub.331. PL.29 Fig.7",,,Rancho La Brea,Yes,Hancock Collection,Research and Collections,Vertebrates
